AADFYear,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2000","78667","Scotland","Glasgow City","A879","PU","258800","668750","B808 Hayston Street","Skirsa St","1.4","0.86","42","33","13790","307","1262","428","65","160","40","54","18","765","16157"
"2000","80212","Scotland","Glasgow City","A8","PU","266000","665240","B765 Stepps Road","A89","3.3","2.05","2","1","98","0","17","14","0","0","0","0","0","14","130"
"2000","80215","Scotland","Glasgow City","A80","PU","264900","667800","M8","LA Boundary","2.2","1.36","15","40","9573","276","1310","249","32","20","34","47","25","407","11606"
"2000","80219","Scotland","Glasgow City","M8","TM","252680","665900","M8 spur","25","1.5","0.93","0","370","71249","1010","7424","2770","510","479","506","1466","1116","6847","86900"
"2000","80237","Scotland","Glasgow City","A74","PU","264450","662400","A763","Fullarton Rd roundabout","0.7","0.43","11","23","8817","82","1709","541","91","81","38","61","51","863","11494"
"2000","80278","Scotland","Glasgow City","A8","PU","265000","665350","A80","B765 Stepps Road","2.8","1.73","28","34","7761","210","1727","298","100","28","20","22","25","493","10225"
"2000","80279","Scotland","Glasgow City","A74","PU","261000","664000","B763 Dunn Street","A749","0.7","0.43","70","103","9339","309","808","290","23","23","24","48","57","465","11024"
"2000","80280","Scotland","Glasgow City","A763","PU","264750","662000","LA Boundary","M74","1.2","0.74","37","39","13925","86","1746","728","112","125","66","194","61","1286","17082"
"2000","80281","Scotland","Glasgow City","A77","PU","258450","663500","B763 Nithsdale Drive","A8","1.7","1.05","137","123","16239","1102","2880","350","15","6","37","16","33","457","20801"
"2000","80282","Scotland","Glasgow City","A77","PU","257180","662000","LA Boundary","B768 Langside Avenue","2.2","1.36","100","217","14897","335","2134","679","98","8","74","76","76","1011","18594"
"2000","80283","Scotland","Glasgow City","A728","PU","259115","661000","B762/B766","B768 Prospecthill Road","0.9","0.55","40","120","15609","350","1849","397","37","10","9","29","2","484","18412"
"2000","80368","Scotland","Glasgow City","A814","PU","252000","668140","A741","Kingsway","1.1","0.68","61","117","14622","754","2320","518","67","21","54","68","63","791","18604"
"2000","80504","Scotland","Glasgow City","M80","TM","263000","667500","1","2","3","1.86","0","110","42673","419","5832","1268","342","341","282","865","592","3690","52724"
"2000","80505","Scotland","Glasgow City","M80","TM","264300","668810","2","LA Boundary","1.2","0.74","0","86","39756","433","5783","1317","258","226","386","806","603","3596","49654"
"2000","80585","Scotland","Glasgow City","M77","TM","256000","663540","1","M8","1.8","1.11","0","239","42233","986","5631","534","408","324","457","406","908","3037","52126"
"2000","80586","Scotland","Glasgow City","M74","TM","266000","662200","3","2","3","1.86","0","35","23253","119","4118","887","535","332","364","399","911","3428","30953"
"2000","80587","Scotland","Glasgow City","M74","TM","264600","662300","2","1","0.99","0.61","0","75","18536","64","3908","461","221","150","242","310","345","1729","24312"
"2000","80596","Scotland","Glasgow City","M77","TM","254000","661850","2","1","2.8","1.73","0","232","50084","715","4571","1607","151","193","332","927","378","3588","59190"
"2001","1000","Scotland","Glasgow City","M8","TM","266200","666110","11","10","1.8","1.11","0","244","76890","1030","13406","2023","576","727","789","1851","1407","7373","98943"
"2001","1001","Scotland","Glasgow City","M8","TM","259700","666300","16","15","1.1","0.68","0","320","105872","840","12039","4097","1003","951","1175","1696","1875","10797","129868"
"2001","1009","Scotland","Glasgow City","A8","PU","258500","664500","A8 Paisley Rd","A77","0.7","0.43","43","58","8500","775","1175","509","49","26","29","51","72","736","11244"
"2001","1010","Scotland","Glasgow City","A8","PU","258500","664640","A8 Morrison St","A77","0.6","0.37","60","78","9259","788","1846","184","51","43","41","40","129","488","12459"
"2001","1011","Scotland","Glasgow City","A8","PU","259560","664750","A8 Bridgegate","A89/A749","0.3","0.18","124","78","13104","174","1442","122","34","15","14","15","14","214","15012"
"2001","1027","Scotland","Glasgow City","A77","PU","258640","664720","A8","A814","0.3","0.18","306","149","12759","1042","1984","150","53","57","39","24","40","363","16297"
"2001","1029","Scotland","Glasgow City","A80","PU","262900","666000","A8","M8","1.6","0.99","25","41","8482","504","944","92","28","9","7","5","7","148","10119"
"2001","1033","Scotland","Glasgow City","A82","PU","258100","666500","A804","A804","0.3","0.18","165","181","16589","875","1523","166","27","15","42","47","70","367","19535"
"2001","1038","Scotland","Glasgow City","A89","PU","260500","664770","A8","B763 Millerston Street","1.8","1.11","73","23","10182","927","1335","93","32","8","12","7","11","163","12630"
"2001","1090","Scotland","Glasgow City","A730","PU","259000","664200","A728","A8","0.8","0.49","126","89","10461","1395","1135","63","49","18","13","7","1","151","13231"
"2001","1091","Scotland","Glasgow City","A736","PU","251900","661200","A726","B762 Barrhead Road","0.6","0.37","66","85","13699","128","1860","167","42","39","33","41","71","393","16165"
"2001","1094","Scotland","Glasgow City","A739","PU","254600","668000","A814","A82","2.3","1.42","97","164","36337","586","4156","389","114","96","44","76","74","793","42036"
"2001","1097","Scotland","Glasgow City","A749","PU","261220","663320","LA Boundary","A74","1.7","1.05","62","112","12159","603","2241","331","69","51","16","22","32","521","15636"
"2001","1106","Scotland","Glasgow City","A804","PU","258040","666270","A814","A82","1.3","0.8","126","128","9712","172","1079","85","25","5","3","3","3","124","11215"
"2001","1112","Scotland","Glasgow City","A814","PU","258400","665100","M8/A804","A814 Bromielaw","0.7","0.43","92","68","9902","412","1263","246","34","13","16","5","9","323","11968"
"2001","1143","Scotland","Glasgow City","A879","PU","259100","667800","M8","B808 Hayston Street","2.2","1.36","27","74","11046","691","1752","362","46","54","70","41","74","647","14210"
"2001","10813","Scotland","Glasgow City","M8","TM","263000","666600","13","12","1.1","0.68","0","397","107613","1074","12827","4022","1004","870","984","1947","1766","10593","132504"
"2001","10814","Scotland","Glasgow City","M8","TM","256000","664200","23","22","1","0.62","0","195","83523","1371","12173","1057","877","586","789","1188","1208","5705","102967"
"2001","10819","Scotland","Glasgow City","A8","PU","252650","666000","A736","A739","2.3","1.42","100","109","13399","550","2199","206","148","106","54","92","187","793","17050"
"2001","10820","Scotland","Glasgow City","A8","PU","259200","664600","A730","A814","0.4","0.24","107","85","10423","1371","937","89","32","15","7","13","14","170","12986"
"2001","10821","Scotland","Glasgow City","A8","PU","260000","665330","A89","A803","1","0.62","51","66","7264","336","847","181","19","3","5","6","2","216","8729"
"2001","10836","Scotland","Glasgow City","A74","PR","267500","662500","M74","B7058 Mount Vernon Avenue","1.6","0.99","32","56","7244","300","928","323","132","153","30","54","115","807","9335"
"2001","10918","Scotland","Glasgow City","A804","PU","258800","666374","M8/A81","M8/A879","0.6","0.37","33","107","13813","115","2845","189","52","34","29","33","54","391","17271"
"2001","10923","Scotland","Glasgow City","A814","PU","254000","667100","Kingsway","A739","2.4","1.49","5","131","19274","271","2365","578","80","50","60","104","107","979","23020"
"2001","10924","Scotland","Glasgow City","A814","PU","258500","664930","A814 James Watt St","A77","0.3","0.18","19","52","3923","1","478","67","1","0","1","2","0","71","4525"
"2001","11020","Scotland","Glasgow City","A739","PU","253600","665000","M8","A8","0.3","0.18","0","118","33068","171","4229","212","162","95","40","67","73","649","38235"
"2001","20809","Scotland","Glasgow City","M8","TM","261000","665900","15","14","1.2","0.74","0","276","99374","688","13122","4112","1079","898","961","1811","2634","11495","124955"
"2001","20811","Scotland","Glasgow City","M8","TM","254000","664600","25","24","1.6","0.99","0","304","70164","1009","7519","1911","555","501","426","852","1136","5381","84377"
"2001","20815","Scotland","Glasgow City","A8","PU","255500","664550","B768","A761","0.7","0.43","94","52","8608","1118","1101","302","29","7","7","8","4","357","11236"
"2001","20816","Scotland","Glasgow City","A8","PU","259400","664700","A814","A8 Saltmarket","0.3","0.18","58","90","14905","141","1832","256","18","8","20","13","14","329","17297"
"2001","20817","Scotland","Glasgow City","A8","PU","260200","665850","A803 Springburn Rd","A803 Castle St","0.3","0.18","90","48","8468","1171","1198","239","20","19","16","15","16","325","11210"
"2001","20834","Scotland","Glasgow City","A74","PU","262500","663700","Fullarton Rd roundabout","B763 Dunn Street","3.2","1.98","38","75","13036","169","2449","409","67","96","45","79","101","797","16526"
"2001","20842","Scotland","Glasgow City","A82","PU","252200","669990","A739","LA Boundary","4.1","2.54","46","125","22028","715","2057","259","65","29","35","72","89","549","25474"
"2001","20848","Scotland","Glasgow City","A89","PU","266400","663940","B765 Killin St","A8","3.6","2.23","32","21","9630","466","998","146","11","4","8","19","27","215","11330"
"2001","20900","Scotland","Glasgow City","A728","PU","259000","664000","A730","A8/A74","0.8","0.49","94","57","9041","144","1071","137","16","14","11","25","26","229","10542"
"2001","20902","Scotland","Glasgow City","A761","PU","255000","664140","A739","A8","2.7","1.67","214","164","11854","1139","1108","193","20","15","28","34","47","337","14602"
"2001","20916","Scotland","Glasgow City","A803","PU","260160","666040","A8","A804","0.6","0.37","38","142","24940","1368","2945","1008","56","41","81","193","95","1474","30869"
"2001","20922","Scotland","Glasgow City","A814","PU","257600","665340","A814 Finnieston St","M8/A804","0.7","0.43","34","229","43744","445","5031","764","196","226","136","157","206","1685","51134"
"2001","20923","Scotland","Glasgow City","A814","PU","259000","664800","A77","A8","0.5","0.31","170","137","20322","106","3025","320","55","37","9","28","29","478","24068"
"2001","21027","Scotland","Glasgow City","A736","PU","252100","662400","B762 Barrhead Road","A761","2.7","1.67","23","24","8738","395","1085","272","26","100","18","21","38","475","10717"
"2001","30811","Scotland","Glasgow City","M8","TM","263700","666500","12","11","2","1.24","0","190","76807","1024","13900","3160","1297","684","725","1317","1876","9059","100980"
"2001","30812","Scotland","Glasgow City","M8","TM","259000","666400","17","16","1.1","0.68","0","455","106783","497","15235","1204","1768","1197","1675","1706","1372","8922","131892"
"2001","30813","Scotland","Glasgow City","M8","TM","257000","664200","22","20","1.4","0.86","0","376","92494","1343","11623","3086","665","708","592","1622","1854","8527","114363"
"2001","30819","Scotland","Glasgow City","A8","PU","259000","664400","A77","A730","0.4","0.24","58","133","18793","121","2332","564","96","77","54","90","95","976","22355"
"2001","30820","Scotland","Glasgow City","A8","PU","259500","664600","A814 Clyde St","A8 Bridgegate","0.2","0.12","74","96","15622","204","2054","390","223","8","15","11","25","672","18648"
"2001","30839","Scotland","Glasgow City","A77","PU","258000","662780","B768 Langside Avenue","B763 Nithsdale Drive","1","0.62","255","137","18163","1175","2480","310","25","4","37","24","28","428","22383"
"2001","30843","Scotland","Glasgow City","A81","PU","258000","667500","M8/A804","B808 Bilsland Drive","2.1","1.3","105","34","12296","101","1772","278","37","40","13","20","20","408","14611"
"2001","30919","Scotland","Glasgow City","A804","PU","258500","666400","A82","M8/A81","0.6","0.37","32","134","15769","657","2856","562","84","31","30","45","59","811","20227"
"2001","30925","Scotland","Glasgow City","A814","PU","258300","664950","M8/A804","A814 James Watt St","0.4","0.24","162","152","17420","123","2688","647","80","40","28","51","70","916","21299"
"2001","30956","Scotland","Glasgow City","A879","PR","258200","670000","Skirsa St","LA Boundary","3.7","2.29","13","55","8559","57","778","219","63","42","19","37","78","458","9907"
"2001","31022","Scotland","Glasgow City","A739","PU","253400","664000","A761","M8","1.2","0.74","29","18","12396","283","1415","176","28","21","20","11","27","283","14395"
"2001","40808","Scotland","Glasgow City","M8","TM","268300","665100","9","M73","2","1.24","0","414","60186","682","9128","2795","1014","709","675","1196","1821","8210","78620"
"2001","40809","Scotland","Glasgow City","M8","TM","261800","666050","14","13","1","0.62","0","221","96483","1304","10497","3506","755","525","870","1803","1851","9310","117815"
"2001","40810","Scotland","Glasgow City","M8","TM","257950","666000","18","17","1.1","0.68","0","258","88035","1752","11034","3179","653","725","702","2016","1439","8714","109793"
"2001","40811","Scotland","Glasgow City","M8","TM","255340","664220","24","23","0.9","0.55","0","344","69632","1455","8976","2820","465","372","405","842","1452","6356","86763"
"2001","40816","Scotland","Glasgow City","A8","PU","253800","665000","A739","B768","1.8","1.11","53","64","12203","272","1750","430","50","34","39","25","26","604","14893"
"2001","40817","Scotland","Glasgow City","A8","PU","259200","664300","A730","A74/A728","0.3","0.18","39","100","18407","128","2377","689","95","98","44","66","141","1133","22145"
"2001","40818","Scotland","Glasgow City","A8","PU","268700","664140","A89","M8/M73","1","0.62","6","10","5881","89","1374","264","90","40","37","50","62","543","7897"
"2001","40850","Scotland","Glasgow City","A89","PU","268750","664240","A8","M73","1.1","0.68","21","16","5465","141","840","138","30","29","7","10","8","222","6684"
"2001","40902","Scotland","Glasgow City","A728","PU","259000","663000","B768 Prospecthill Road","A730","2.2","1.36","51","74","11268","742","764","281","34","61","63","11","58","508","13356"
"2001","40910","Scotland","Glasgow City","A749","PU","260000","664580","A74","A8","1.4","0.86","26","65","8451","531","1259","202","19","7","16","18","7","269","10575"
"2001","40918","Scotland","Glasgow City","A803","PU","260400","667300","A804","B808 Springburn Road","1.9","1.18","73","128","19856","955","2401","478","53","33","77","86","114","841","24181"
"2001","40919","Scotland","Glasgow City","A804","PU","259700","666200","M8/A879","A803","1.4","0.86","78","71","9078","539","1633","323","24","8","13","28","58","454","11775"
"2001","40924","Scotland","Glasgow City","A814","PU","255000","666500","A739","A814 Finnieston St","3.5","2.17","8","241","36432","460","4134","474","132","103","69","111","221","1110","42377"
"2001","40925","Scotland","Glasgow City","A814","PU","258700","664900","A77 Commerce St","A77 Bridge St","0.2","0.12","120","147","19022","70","2735","406","45","18","34","34","57","594","22568"
"2001","50721","Scotland","Glasgow City","M8","TM","269480","664035","M73","LA boundary","0.4","0.24","0","16","44086","378","5366","1628","287","351","477","1152","655","4550","54396"
"2001","50724","Scotland","Glasgow City","A8","PU","257000","664500","A761","A8 Morrison St","2","1.24","140","65","8490","1098","1850","288","25","5","11","14","14","357","11860"
"2001","50728","Scotland","Glasgow City","A8","PU","259400","664400","A74/A728","A814","0.4","0.24","89","81","14637","221","1927","282","46","15","16","12","13","384","17250"
"2001","50733","Scotland","Glasgow City","A8","PU","262000","665500","A803 Castle St","A80","2.3","1.42","67","30","13118","847","1620","338","37","11","15","13","47","461","16076"
"2001","50795","Scotland","Glasgow City","A74","PU","260060","663730","A749","A8","1.6","0.99","30","60","11187","67","2734","452","66","23","20","42","38","641","14689"
"2001","50802","Scotland","Glasgow City","A77","PU","258740","664700","A8","A814","0.4","0.24","24","12","1510","3","262","40","1","2","0","2","3","48","1835"
"2001","50808","Scotland","Glasgow City","M8","TM","267300","665400","10","9","1.4","0.86","0","293","79535","765","11209","4047","652","782","616","2016","1407","9520","101322"
"2001","50810","Scotland","Glasgow City","M8","TM","258000","664700","20","19","0.7","0.43","0","361","95721","1377","11828","3403","543","378","621","1794","1710","8449","117736"
"2001","50828","Scotland","Glasgow City","A82","PU","257200","667130","A804","A739","4.1","2.54","352","200","18414","959","1505","543","70","61","35","83","111","903","21981"
"2001","50850","Scotland","Glasgow City","A89","PU","263000","664420","B763 Millerston Street","B765 Killin St","3.5","2.17","31","18","5580","694","775","215","11","5","6","8","7","252","7319"
"2001","50950","Scotland","Glasgow City","A814","PU","259300","664600","A8 Gorbals St","A8 Saltmarket","0.3","0.18","35","37","6863","23","1096","222","21","15","12","10","14","294","8313"
"2001","50952","Scotland","Glasgow City","A814","PU","257600","665000","A804","A814 Stobcross St","1","0.62","186","80","13933","65","2172","402","28","17","27","21","29","524","16774"
"2001","50974","Scotland","Glasgow City","A739","PU","254200","666400","A8","A814","2.1","1.3","0","337","52104","496","4722","1037","203","151","57","97","111","1656","59315"
"2001","50976","Scotland","Glasgow City","A739","PU","254700","669000","A82","LA boundary","1.3","0.8","42","114","29343","450","2263","515","92","83","56","59","44","849","33019"
"2001","50978","Scotland","Glasgow City","A761","PU","253000","663900","A739","A736","1.3","0.8","122","54","13937","771","1864","258","54","8","18","18","14","370","16996"
"2001","50979","Scotland","Glasgow City","A736","PU","252100","665000","A761","LA boundary","1.7","1.05","93","160","15442","281","1878","241","51","32","36","51","75","486","18247"
"2001","50983","Scotland","Glasgow City","A730","PU","260000","663120","LA Boundary","A728","1.7","1.05","18","123","12860","517","1964","685","34","17","62","60","20","878","16342"
"2001","74364","Scotland","Glasgow City","A803","PU","260420","668500","B808","LA boundary","1.2","0.74","132","182","19992","239","1819","564","34","21","58","124","35","836","23068"
"2001","74368","Scotland","Glasgow City","A81","PU","256290","669500","B808","LA boundary","3.3","2.05","41","63","14161","350","1236","351","30","11","5","9","11","417","16227"
"2001","74379","Scotland","Glasgow City","A726","PU","254000","659020","M77","LA boundary","1","0.62","35","35","18165","262","1575","344","37","32","20","24","68","525","20562"
"2001","74380","Scotland","Glasgow City","M77","TM","253500","658290","LA boundary","3","1.2","0.74","0","122","31660","434","3887","555","276","280","76","450","471","2108","38211"
"2001","74414","Scotland","Glasgow City","A741","PU","251250","668560","Ferry","A814","0.3","0.18","21","44","2593","209","434","138","45","22","23","21","23","272","3552"
"2001","74416","Scotland","Glasgow City","A74","PR","267990","662330","LA Boundary","M74 jn3","0.5","0.31","32","93","16352","540","2317","328","120","99","36","59","81","723","20025"
"2001","74418","Scotland","Glasgow City","M73","TM","269080","663400","LA boundary","2","1.1","0.68","0","247","57363","705","10092","1677","1258","986","1384","1774","3176","10255","78662"
"2001","74422","Scotland","Glasgow City","M73","TM","269625","665005","2","LA boundary","1.8","1.11","0","75","25492","177","5171","1210","323","345","448","1361","1203","4890","35805"
"2001","74423","Scotland","Glasgow City","M73","TM","269890","667200","LA boundary","LA Boundary","0.7","0.43","0","75","25492","177","5171","1210","323","345","448","1361","1203","4890","35805"
"2001","74425","Scotland","Glasgow City","A814","PU","251000","668940","LA boundary","A714","0.7","0.43","68","61","11690","205","1714","377","67","20","29","27","32","552","14222"
"2001","74426","Scotland","Glasgow City","A761","PU","251940","663880","LA boundary","A736","0.2","0.12","102","73","9452","732","746","195","15","11","22","17","35","295","11298"
"2001","74427","Scotland","Glasgow City","A726","PU","251250","661120","LA boundary","A736","0.9","0.55","32","62","12161","148","1072","316","49","56","23","27","24","495","13938"
"2001","74428","Scotland","Glasgow City","A726","PU","252940","659650","A736","M77","2.7","1.67","29","68","18341","434","2366","383","75","50","56","68","56","688","21897"
"2001","74429","Scotland","Glasgow City","M77","TM","253920","660080","3","2","2.3","1.42","0","166","42831","272","4853","1159","203","167","282","857","620","3288","51410"
"2001","74430","Scotland","Glasgow City","M74","TM","267960","662215","LA Boundary","3","0.4","0.24","0","35","23951","122","4353","906","641","346","332","356","1062","3643","32104"
"2001","77045","Scotland","Glasgow City","M8","TM","252090","666750","M8 main route","Old Govan Rd roundabout","1.1","0.68","0","63","12248","154","1378","320","76","61","58","192","167","874","14717"
"2001","77084","Scotland","Glasgow City","A804","PU","257985","665205","M8","A814","0.3","0.18","39","52","5987","18","1053","293","21","8","19","41","18","400","7510"
"2001","77100","Scotland","Glasgow City","A803","PU","260250","666080","A8","A804","0.4","0.24","63","73","8839","206","930","214","26","23","22","44","21","350","10398"
"2001","77114","Scotland","Glasgow City","A763","PU","264810","662400","M74","A74","0.1","0.06","35","41","13493","90","1758","695","125","121","54","153","63","1211","16593"
"2001","77115","Scotland","Glasgow City","M8","TM","252280","666230","LA Boundary","M8 spur to Kings Inch Drive","0.4","0.24","0","338","81436","815","10199","1484","334","361","321","1197","801","4498","97286"
"2001","77420","Scotland","Glasgow City","A752","PR","270015","665290","LA Boundary","LA boundary","1","0.62","15","40","7224","128","1000","291","37","40","8","17","21","414","8806"
"2001","78653","Scotland","Glasgow City","A74","PU","265500","662600","A763","B7058 Mount Vernon Avenue","1.7","1.05","66","24","6128","46","875","411","76","55","38","35","27","642","7715"
"2001","78667","Scotland","Glasgow City","A879","PU","258800","668750","B808 Hayston Street","Skirsa St","1.4","0.86","40","35","13362","322","1270","408","73","156","32","43","18","730","15719"
"2001","80212","Scotland","Glasgow City","A8","PU","266000","665240","B765 Stepps Road","A89","3.3","2.05","2","1","95","0","17","13","0","0","0","0","0","13","126"
"2001","80215","Scotland","Glasgow City","A80","PU","264900","667800","M8","LA Boundary","2.2","1.36","15","42","9277","289","1319","238","36","20","28","37","25","384","11311"
"2001","80219","Scotland","Glasgow City","M8","TM","252680","665900","M8 spur","25","1.5","0.93","0","374","73386","1032","7847","2828","611","499","462","1307","1301","7008","89647"
"2001","80237","Scotland","Glasgow City","A74","PU","264450","662400","A763","Fullarton Rd roundabout","0.7","0.43","11","24","8544","86","1721","516","102","79","31","48","53","829","11204"
"2001","80278","Scotland","Glasgow City","A8","PU","265000","665350","A80","B765 Stepps Road","2.8","1.73","27","36","7521","220","1739","284","112","28","16","18","26","484","10000"
"2001","80279","Scotland","Glasgow City","A74","PU","261000","664000","B763 Dunn Street","A749","0.7","0.43","67","108","9049","324","814","276","26","23","19","38","59","441","10736"
"2001","80280","Scotland","Glasgow City","A763","PU","264750","662000","LA Boundary","M74","1.2","0.74","35","41","13493","90","1758","695","125","121","54","153","63","1211","16593"
"2001","80281","Scotland","Glasgow City","A77","PU","258450","663500","B763 Nithsdale Drive","A8","1.7","1.05","447","152","17152","1256","2371","209","13","11","17","26","20","296","21227"
"2001","80282","Scotland","Glasgow City","A77","PU","257180","662000","LA Boundary","B768 Langside Avenue","2.2","1.36","96","228","14435","351","2149","648","110","8","60","61","78","965","18128"
"2001","80283","Scotland","Glasgow City","A728","PU","259115","661000","B762/B766","B768 Prospecthill Road","0.9","0.55","38","126","15125","366","1862","379","42","10","7","23","2","463","17942"
"2001","80368","Scotland","Glasgow City","A814","PU","252000","668140","A741","Kingsway","1.1","0.68","59","122","14168","789","2336","494","75","21","44","54","66","754","18169"
"2001","80504","Scotland","Glasgow City","M80","TM","263000","667500","1","2","3","1.86","0","111","43953","428","6164","1295","409","355","257","771","690","3777","54433"
"2001","80505","Scotland","Glasgow City","M80","TM","264300","668810","2","LA Boundary","1.2","0.74","0","86","40949","443","6113","1344","309","235","352","719","703","3662","51253"
"2001","80585","Scotland","Glasgow City","M77","TM","256000","663540","1","M8","1.8","1.11","0","259","48504","824","6235","833","279","279","155","582","604","2732","58554"
"2001","80586","Scotland","Glasgow City","M74","TM","266000","662200","3","2","3","1.86","0","35","23951","122","4353","906","641","346","332","356","1062","3643","32104"
"2001","80587","Scotland","Glasgow City","M74","TM","264600","662300","2","1","0.99","0.61","0","76","19092","65","4131","471","265","156","221","277","402","1792","25156"
"2001","80596","Scotland","Glasgow City","M77","TM","254000","661850","2","1","2.8","1.73","0","234","51587","731","4831","1641","182","201","303","827","440","3594","60977"
"2002","1000","Scotland","Glasgow City","M8","TM","266200","666110","11","10","1.8","1.11","0","236","77889","1036","14398","2067","637","804","745","1670","1602","7525","101084"
"2002","1001","Scotland","Glasgow City","M8","TM","259700","666300","16","15","1.1","0.68","0","310","107248","844","12930","4187","1109","1052","1108","1530","2133","11119","132451"
"2002","1009","Scotland","Glasgow City","A8","PU","258500","664500","A8 Paisley Rd","A77","0.7","0.43","45","60","8636","781","1260","481","50","27","26","44","79","707","11444"
"2002","1010","Scotland","Glasgow City","A8","PU","258500","664640","A8 Morrison St","A77","0.6","0.37","62","81","9407","794","1979","174","52","44","37","35","142","484","12745"
