AADFYear,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2002","78667","Scotland","Glasgow City","A879","PU","258800","668750","B808 Hayston Street","Skirsa St","1.4","0.86","42","37","13575","324","1361","386","75","160","29","38","20","708","16005"
"2002","80212","Scotland","Glasgow City","A8","PU","266000","665240","B765 Stepps Road","A89","3.3","2.05","33","38","8388","364","974","199","20","12","26","30","8","295","10059"
"2002","80215","Scotland","Glasgow City","A80","PU","264900","667800","M8","LA Boundary","2.2","1.36","61","52","9324","235","1115","315","39","76","34","49","29","542","11268"
"2002","80219","Scotland","Glasgow City","M8","TM","252680","665900","M8 spur","25","1.5","0.93","0","362","74340","1038","8428","2890","676","552","436","1179","1480","7213","91381"
"2002","80237","Scotland","Glasgow City","A74","PU","264450","662400","A763","Fullarton Rd roundabout","0.7","0.43","11","25","8681","87","1845","488","104","81","28","41","58","800","11438"
"2002","80278","Scotland","Glasgow City","A8","PU","265000","665350","A80","B765 Stepps Road","2.8","1.73","46","27","7313","296","784","244","12","4","36","22","13","331","8751"
"2002","80279","Scotland","Glasgow City","A74","PU","261000","664000","B763 Dunn Street","A749","0.7","0.43","69","112","9193","326","873","261","26","23","17","34","65","426","10930"
"2002","80280","Scotland","Glasgow City","A763","PU","264750","662000","LA Boundary","M74","1.2","0.74","36","43","13709","90","1885","657","128","123","49","133","69","1159","16886"
"2002","80281","Scotland","Glasgow City","A77","PU","258450","663500","B763 Nithsdale Drive","A8","1.7","1.05","465","154","17118","1284","2376","201","13","11","15","23","22","285","21217"
"2002","80282","Scotland","Glasgow City","A77","PU","257180","662000","LA Boundary","B768 Langside Avenue","2.2","1.36","100","237","14665","353","2304","613","112","8","54","53","86","926","18485"
"2002","80283","Scotland","Glasgow City","A728","PU","259115","661000","B762/B766","B768 Prospecthill Road","0.9","0.55","38","46","14292","539","1373","327","40","49","41","41","48","546","16796"
"2002","80368","Scotland","Glasgow City","A814","PU","252000","668140","A741","Kingsway","1.1","0.68","78","38","17093","751","2356","593","72","45","42","104","66","922","21160"
"2002","80504","Scotland","Glasgow City","M80","TM","263000","667500","1","2","3","1.86","0","191","42674","982","4182","1351","174","343","238","483","248","2837","50866"
"2002","80505","Scotland","Glasgow City","M80","TM","264300","668810","2","LA Boundary","1.2","0.74","0","83","41482","445","6565","1373","342","259","332","649","800","3755","52330"
"2002","80585","Scotland","Glasgow City","M77","TM","256000","663540","1","M8","1.8","1.11","0","251","49135","828","6696","851","308","309","146","525","687","2826","59736"
"2002","80586","Scotland","Glasgow City","M74","TM","266000","662200","3","2","3","1.86","0","60","28285","183","5646","1833","248","379","330","703","455","3948","38122"
"2002","80587","Scotland","Glasgow City","M74","TM","264600","662300","2","1","0.99","0.61","0","74","19340","65","4437","481","293","173","208","250","457","1862","25778"
"2002","80596","Scotland","Glasgow City","M77","TM","254000","661850","2","1","2.8","1.73","0","226","52258","735","5189","1677","201","222","286","746","501","3633","62041"
"2003","1000","Scotland","Glasgow City","M8","TM","266200","666110","11","10","1.8","1.11","0","267","76020","1066","14830","1998","651","849","691","1439","1713","7341","99524"
"2003","1001","Scotland","Glasgow City","M8","TM","259700","666300","16","15","1.1","0.68","0","601","136591","773","16836","5606","796","650","841","2298","1811","12002","166803"
"2003","1009","Scotland","Glasgow City","A8","PU","258500","664500","A8 Paisley Rd","A77","0.7","0.43","40","85","8316","760","1368","466","51","29","25","39","87","697","11226"
"2003","1010","Scotland","Glasgow City","A8","PU","258500","664640","A8 Morrison St","A77","0.6","0.37","55","115","9059","773","2149","169","53","47","36","31","157","493","12589"
"2003","1011","Scotland","Glasgow City","A8","PU","259560","664750","A8 Bridgegate","A89/A749","0.3","0.18","115","115","12821","171","1679","113","36","16","12","12","16","205","14991"
"2003","1027","Scotland","Glasgow City","A77","PU","258640","664720","A8","A814","0.3","0.18","284","221","12483","1022","2310","138","55","61","34","19","49","356","16392"
"2003","1029","Scotland","Glasgow City","A80","PU","262900","666000","A8","M8","1.6","0.99","23","61","8300","494","1099","84","28","9","7","4","9","141","10095"
"2003","1033","Scotland","Glasgow City","A82","PU","258100","666500","A804","A804","0.3","0.18","154","266","16230","859","1773","152","27","16","37","37","86","355","19483"
"2003","1038","Scotland","Glasgow City","A89","PU","260500","664770","A8","B763 Millerston Street","1.8","1.11","68","34","9962","910","1554","86","33","8","11","6","13","157","12617"
"2003","1090","Scotland","Glasgow City","A730","PU","259000","664200","A728","A8","0.8","0.49","117","130","10235","1368","1321","58","51","19","12","5","1","146","13200"
"2003","1091","Scotland","Glasgow City","A736","PU","251900","661200","A726","B762 Barrhead Road","0.6","0.37","60","125","13403","126","2166","153","42","41","29","31","87","383","16203"
"2003","1094","Scotland","Glasgow City","A739","PU","254600","668000","A814","A82","2.3","1.42","90","186","35756","535","4538","402","135","117","38","59","89","840","41855"
"2003","1097","Scotland","Glasgow City","A749","PU","261220","663320","LA Boundary","A74","1.7","1.05","57","165","11897","592","2609","302","73","57","14","17","39","502","15765"
"2003","1106","Scotland","Glasgow City","A804","PU","258040","666270","A814","A82","1.3","0.8","117","189","9502","169","1256","77","26","5","3","3","3","117","11233"
"2003","1112","Scotland","Glasgow City","A814","PU","258400","665100","M8/A804","A814 Bromielaw","0.7","0.43","85","99","9688","404","1470","225","34","14","14","5","11","303","11964"
"2003","1143","Scotland","Glasgow City","A879","PU","259100","667800","M8","B808 Hayston Street","2.2","1.36","25","108","10807","678","2040","331","48","58","62","31","90","620","14253"
"2003","10813","Scotland","Glasgow City","M8","TM","263000","666600","13","12","1.1","0.68","0","434","106396","1110","14189","3975","1134","1015","861","1514","2148","10647","132776"
"2003","10814","Scotland","Glasgow City","M8","TM","256000","664200","23","22","1","0.62","0","213","82577","1418","13466","1044","990","684","690","924","1470","5802","103476"
"2003","10819","Scotland","Glasgow City","A8","PU","252650","666000","A736","A739","2.3","1.42","47","53","9493","218","1017","316","66","64","59","153","166","824","11605"
"2003","10820","Scotland","Glasgow City","A8","PU","259200","664600","A730","A814","0.4","0.24","99","125","10198","1345","1090","81","34","16","6","10","17","164","12922"
"2003","10821","Scotland","Glasgow City","A8","PU","260000","665330","A89","A803","1","0.62","47","97","7107","330","986","166","19","3","5","5","2","200","8720"
"2003","10836","Scotland","Glasgow City","A74","PR","267500","662500","M74","B7058 Mount Vernon Avenue","1.6","0.99","29","69","7397","332","1128","327","153","183","26","44","142","875","9801"
"2003","10918","Scotland","Glasgow City","A804","PU","258800","666374","M8/A81","M8/A879","0.6","0.37","31","158","13515","113","3312","172","54","36","25","26","65","378","17476"
"2003","10923","Scotland","Glasgow City","A814","PU","254000","667100","Kingsway","A739","2.4","1.49","5","149","18967","247","2583","598","95","61","52","80","129","1015","22961"
"2003","10924","Scotland","Glasgow City","A814","PU","258500","664930","A814 James Watt St","A77","0.3","0.18","18","77","3839","1","556","61","1","0","1","2","0","65","4538"
"2003","11020","Scotland","Glasgow City","A739","PU","253600","665000","M8","A8","0.3","0.18","0","134","32540","156","4619","219","190","116","35","52","88","700","38149"
"2003","20809","Scotland","Glasgow City","M8","TM","261000","665900","15","14","1.2","0.74","0","498","117165","1178","17192","5047","824","983","735","2001","2368","11958","147991"
"2003","20811","Scotland","Glasgow City","M8","TM","254000","664600","25","24","1.6","0.99","0","363","80799","712","9419","2985","805","603","510","1256","1152","7311","98604"
"2003","20815","Scotland","Glasgow City","A8","PU","255500","664550","B768","A761","0.7","0.43","86","77","8422","1096","1281","276","29","7","7","6","4","329","11205"
"2003","20816","Scotland","Glasgow City","A8","PU","259400","664700","A814","A8 Saltmarket","0.3","0.18","54","132","14583","138","2133","234","18","8","17","10","17","304","17290"
"2003","20817","Scotland","Glasgow City","A8","PU","260200","665850","A803 Springburn Rd","A803 Castle St","0.3","0.18","149","90","13199","1214","1554","338","32","9","47","42","26","494","16551"
"2003","20834","Scotland","Glasgow City","A74","PU","262500","663700","Fullarton Rd roundabout","B763 Dunn Street","3.2","1.98","71","86","14659","154","2470","749","114","138","89","120","142","1352","18721"
"2003","20842","Scotland","Glasgow City","A82","PU","252200","669990","A739","LA Boundary","4.1","2.54","43","142","21676","653","2246","267","77","36","31","55","107","573","25290"
"2003","20848","Scotland","Glasgow City","A89","PU","266400","663940","B765 Killin St","A8","3.6","2.23","14","21","9125","568","906","208","25","10","21","21","15","300","10920"
"2003","20900","Scotland","Glasgow City","A728","PU","259000","664000","A730","A8/A74","0.8","0.49","88","83","8846","141","1246","125","16","15","10","20","31","217","10533"
"2003","20902","Scotland","Glasgow City","A761","PU","255000","664140","A739","A8","2.7","1.67","200","242","11599","1117","1290","177","20","16","24","25","56","318","14566"
"2003","20916","Scotland","Glasgow City","A803","PU","260160","666040","A8","A804","0.6","0.37","36","210","24402","1342","3428","923","60","43","71","150","116","1363","30745"
"2003","20922","Scotland","Glasgow City","A814","PU","257600","665340","A814 Finnieston St","M8/A804","0.7","0.43","32","260","43046","406","5495","790","231","275","118","120","249","1783","50990"
"2003","20923","Scotland","Glasgow City","A814","PU","259000","664800","A77","A8","0.5","0.31","158","156","19997","97","3304","330","64","45","8","22","35","504","24058"
"2003","21027","Scotland","Glasgow City","A736","PU","252100","662400","B762 Barrhead Road","A761","2.7","1.67","22","35","8549","388","1263","249","26","108","16","16","46","461","10696"
"2003","30811","Scotland","Glasgow City","M8","TM","263700","666500","12","11","2","1.24","0","249","75448","1234","12241","3817","691","827","689","1630","1623","9277","98449"
"2003","30812","Scotland","Glasgow City","M8","TM","259000","666400","17","16","1.1","0.68","0","498","105575","514","16853","1189","1996","1398","1465","1327","1669","9044","132484"
"2003","30813","Scotland","Glasgow City","M8","TM","257000","664200","22","20","1.4","0.86","0","621","90488","1319","11346","3452","410","349","835","1595","1350","7991","111765"
"2003","30819","Scotland","Glasgow City","A8","PU","259000","664400","A77","A730","0.4","0.24","54","151","18493","110","2547","583","114","94","47","69","115","1022","22323"
"2003","30820","Scotland","Glasgow City","A8","PU","259500","664600","A814 Clyde St","A8 Bridgegate","0.2","0.12","61","261","17320","266","1964","386","48","25","44","22","36","561","20372"
"2003","30839","Scotland","Glasgow City","A77","PU","258000","662780","B768 Langside Avenue","B763 Nithsdale Drive","1","0.62","78","124","12861","1150","1452","348","18","13","21","10","17","427","16014"
"2003","30843","Scotland","Glasgow City","A81","PU","258000","667500","M8/A804","B808 Bilsland Drive","2.1","1.3","44","111","9794","196","994","244","31","24","30","24","35","388","11483"
"2003","30919","Scotland","Glasgow City","A804","PU","258500","666400","A82","M8/A81","0.6","0.37","30","151","15517","600","3119","581","99","38","26","35","71","850","20237"
"2003","30925","Scotland","Glasgow City","A814","PU","258300","664950","M8/A804","A814 James Watt St","0.4","0.24","150","172","17142","111","2935","669","94","48","25","40","85","961","21321"
"2003","30956","Scotland","Glasgow City","A879","PR","258200","670000","Skirsa St","LA Boundary","3.7","2.29","12","68","8740","63","946","222","72","50","17","29","97","487","10304"
"2003","31022","Scotland","Glasgow City","A739","PU","253400","664000","A761","M8","1.2","0.74","28","26","12128","277","1647","162","28","23","18","8","32","271","14349"
"2003","40808","Scotland","Glasgow City","M8","TM","268300","665100","9","M73","2","1.24","0","453","59505","706","10098","2762","1144","828","591","930","2216","8471","79233"
"2003","40809","Scotland","Glasgow City","M8","TM","261800","666050","14","13","1","0.62","0","215","81030","859","12327","3571","526","445","994","1754","1490","8780","103211"
"2003","40810","Scotland","Glasgow City","M8","TM","257950","666000","18","17","1.1","0.68","0","299","73234","477","12295","4026","740","746","576","1863","1679","9630","95935"
"2003","40811","Scotland","Glasgow City","M8","TM","255340","664220","24","23","0.9","0.55","0","376","68844","1506","9929","2786","526","434","354","655","1767","6522","87177"
"2003","40816","Scotland","Glasgow City","A8","PU","253800","665000","A739","B768","1.8","1.11","51","77","14445","243","1638","525","55","24","24","51","29","708","17111"
"2003","40817","Scotland","Glasgow City","A8","PU","259200","664300","A730","A74/A728","0.3","0.18","36","113","18113","116","2596","711","112","120","38","51","169","1201","22139"
"2003","40818","Scotland","Glasgow City","A8","PU","268700","664140","A89","M8/M73","1","0.62","5","14","5754","86","1600","241","94","42","31","39","75","522","7976"
"2003","40850","Scotland","Glasgow City","A89","PU","268750","664240","A8","M73","1.1","0.68","19","23","5348","139","979","125","30","31","7","7","10","210","6699"
"2003","40902","Scotland","Glasgow City","A728","PU","259000","663000","B768 Prospecthill Road","A730","2.2","1.36","47","108","11025","728","889","256","35","66","55","9","70","491","13241"
"2003","40910","Scotland","Glasgow City","A749","PU","260000","664580","A74","A8","1.4","0.86","24","96","8269","520","1466","185","19","7","14","14","9","248","10599"
"2003","40918","Scotland","Glasgow City","A803","PU","260400","667300","A804","B808 Springburn Road","1.9","1.18","68","146","19539","872","2621","494","62","41","66","66","138","867","24045"
"2003","40919","Scotland","Glasgow City","A804","PU","259700","666200","M8/A879","A803","1.4","0.86","54","82","7899","821","870","255","11","23","10","20","21","340","10012"
"2003","40924","Scotland","Glasgow City","A814","PU","255000","666500","A739","A814 Finnieston St","3.5","2.17","3","185","40652","271","4570","1020","101","95","86","147","82","1531","47209"
"2003","40925","Scotland","Glasgow City","A814","PU","258700","664900","A77 Commerce St","A77 Bridge St","0.2","0.12","111","167","18718","64","2987","420","53","22","29","27","69","620","22556"
"2003","50721","Scotland","Glasgow City","M8","TM","269480","664035","M73","LA boundary","0.4","0.24","0","18","43382","345","5859","1682","339","429","415","889","791","4545","54149"
"2003","50724","Scotland","Glasgow City","A8","PU","257000","664500","A761","A8 Morrison St","2","1.24","56","93","9200","1122","1404","376","24","7","8","13","12","440","12259"
"2003","50728","Scotland","Glasgow City","A8","PU","259400","664400","A74/A728","A814","0.4","0.24","83","120","14320","217","2242","259","48","16","14","9","15","361","17260"
"2003","50733","Scotland","Glasgow City","A8","PU","262000","665500","A803 Castle St","A80","2.3","1.42","62","45","12835","830","1887","309","37","11","13","10","57","437","16034"
"2003","50795","Scotland","Glasgow City","A74","PU","260060","663730","A749","A8","1.6","0.99","45","213","11669","235","1522","495","100","60","43","65","92","855","14494"
"2003","50802","Scotland","Glasgow City","A77","PU","258740","664700","A8","A814","0.4","0.24","22","17","1477","3","305","37","1","2","0","2","3","45","1847"
"2003","50808","Scotland","Glasgow City","M8","TM","267300","665400","10","9","1.4","0.86","0","320","78635","791","12400","4001","736","913","538","1567","1713","9468","101614"
"2003","50810","Scotland","Glasgow City","M8","TM","258000","664700","20","19","0.7","0.43","0","394","94638","1424","13085","3364","614","442","543","1396","2081","8440","117981"
"2003","50828","Scotland","Glasgow City","A82","PU","257200","667130","A804","A739","4.1","2.54","533","158","15364","518","1575","443","29","35","65","104","63","739","18354"
"2003","50850","Scotland","Glasgow City","A89","PU","263000","664420","B763 Millerston Street","B765 Killin St","3.5","2.17","39","91","10494","158","766","231","28","10","18","18","14","319","11828"
"2003","50950","Scotland","Glasgow City","A814","PU","259300","664600","A8 Gorbals St","A8 Saltmarket","0.3","0.18","32","54","6715","22","1276","203","21","16","11","8","17","276","8343"
"2003","50952","Scotland","Glasgow City","A814","PU","257600","665000","A804","A814 Stobcross St","1","0.62","96","175","12813","256","1765","407","74","138","52","28","36","735","15744"
"2003","50974","Scotland","Glasgow City","A739","PU","254200","666400","A8","A814","2.1","1.3","0","155","48041","393","5077","1474","137","155","78","106","97","2047","55713"
"2003","50976","Scotland","Glasgow City","A739","PU","254700","669000","A82","LA boundary","1.3","0.8","130","181","32128","299","2912","692","111","46","63","52","29","993","36513"
"2003","50978","Scotland","Glasgow City","A761","PU","253000","663900","A739","A736","1.3","0.8","122","304","13911","937","1393","284","36","29","29","23","11","412","16957"
"2003","50979","Scotland","Glasgow City","A736","PU","252100","665000","A761","LA boundary","1.7","1.05","87","236","15108","275","2186","221","54","34","30","40","91","470","18275"
"2003","50983","Scotland","Glasgow City","A730","PU","260000","663120","LA Boundary","A728","1.7","1.05","18","201","13889","734","1807","517","67","41","50","45","50","770","17401"
"2003","74364","Scotland","Glasgow City","A803","PU","260420","668500","B808","LA boundary","1.2","0.74","123","206","19672","218","1988","583","40","26","50","96","41","836","22920"
"2003","74368","Scotland","Glasgow City","A81","PU","256290","669500","B808","LA boundary","3.3","2.05","181","74","14530","412","1473","298","43","9","10","9","13","382","16871"
"2003","74379","Scotland","Glasgow City","A726","PU","254000","659020","M77","LA boundary","1","0.62","60","201","18116","221","2137","626","146","46","80","74","58","1030","21705"
"2003","74380","Scotland","Glasgow City","M77","TM","253500","658290","LA boundary","3","1.2","0.74","0","133","31302","448","4299","548","312","327","66","350","573","2176","38358"
"2003","74414","Scotland","Glasgow City","A741","PU","251250","668560","Ferry","A814","0.3","0.18","19","65","2537","205","505","126","47","24","21","17","28","263","3575"
"2003","74416","Scotland","Glasgow City","A74","PR","267990","662330","LA Boundary","M74 jn3","0.5","0.31","28","103","17197","552","2586","350","146","125","32","47","101","801","21239"
"2003","74418","Scotland","Glasgow City","M73","TM","269080","663400","LA boundary","2","1.1","0.68","0","377","60598","471","7313","1395","342","284","517","452","456","3446","72205"
"2003","74422","Scotland","Glasgow City","M73","TM","269625","665005","2","LA boundary","1.8","1.11","0","66","27910","148","5119","1643","286","259","436","1616","1204","5444","38687"
"2003","74423","Scotland","Glasgow City","M73","TM","269890","667200","LA boundary","LA Boundary","0.7","0.43","0","66","27910","148","5119","1643","286","259","436","1616","1204","5444","38687"
"2003","74425","Scotland","Glasgow City","A814","PU","251000","668940","LA boundary","A714","0.7","0.43","63","90","11437","201","1997","346","71","21","25","21","38","522","14247"
"2003","74426","Scotland","Glasgow City","A761","PU","251940","663880","LA boundary","A736","0.2","0.12","191","57","9427","647","815","163","18","9","5","18","5","218","11164"
"2003","74427","Scotland","Glasgow City","A726","PU","251250","661120","LA boundary","A736","0.9","0.55","56","113","16089","101","1323","404","32","63","64","61","30","654","18280"
"2003","74428","Scotland","Glasgow City","A726","PU","252940","659650","A736","M77","2.7","1.67","27","76","18048","397","2583","396","89","61","49","52","68","715","21819"
"2003","74429","Scotland","Glasgow City","M77","TM","253920","660080","3","2","2.3","1.42","0","93","44350","323","5052","1359","172","239","258","680","439","3147","52965"
"2003","74430","Scotland","Glasgow City","M74","TM","267960","662215","LA Boundary","3","0.4","0.24","0","68","27606","188","5815","1773","253","400","306","606","486","3824","37501"
"2003","77045","Scotland","Glasgow City","M8","TM","252090","666750","M8 main route","Old Govan Rd roundabout","1.1","0.68","0","59","11062","117","1527","458","63","59","154","571","298","1603","14368"
"2003","77084","Scotland","Glasgow City","A804","PU","257985","665205","M8","A814","0.3","0.18","37","77","5857","18","1226","268","21","8","17","32","22","368","7546"
"2003","77100","Scotland","Glasgow City","A803","PU","260250","666080","A8","A804","0.4","0.24","21","54","7819","456","1116","259","20","11","18","33","36","377","9822"
"2003","77114","Scotland","Glasgow City","A763","PU","264810","662400","M74","A74","0.1","0.06","32","60","13202","88","2047","637","131","129","47","118","76","1138","16535"
"2003","77115","Scotland","Glasgow City","M8","TM","252280","666230","LA Boundary","M8 spur to Kings Inch Drive","0.4","0.24","0","370","80515","843","11282","1466","377","421","281","931","974","4450","97460"
"2003","77420","Scotland","Glasgow City","A752","PR","270015","665290","LA Boundary","LA boundary","1","0.62","10","35","6208","81","800","209","36","32","29","25","33","364","7488"
"2003","78653","Scotland","Glasgow City","A74","PU","265500","662600","A763","B7058 Mount Vernon Avenue","1.7","1.05","61","35","5996","46","1019","375","79","59","34","29","31","607","7703"
"2003","78667","Scotland","Glasgow City","A879","PU","258800","668750","B808 Hayston Street","Skirsa St","1.4","0.86","37","53","13073","315","1478","375","75","170","29","34","22","705","15624"
"2003","80212","Scotland","Glasgow City","A8","PU","266000","665240","B765 Stepps Road","A89","3.3","2.05","30","53","8077","355","1058","193","20","13","25","26","10","287","9830"
"2003","80215","Scotland","Glasgow City","A80","PU","264900","667800","M8","LA Boundary","2.2","1.36","55","74","8979","229","1211","305","40","80","32","44","32","533","11026"
"2003","80219","Scotland","Glasgow City","M8","TM","252680","665900","M8 spur","25","1.5","0.93","0","409","72556","1068","8681","2794","691","583","404","1017","1582","7071","89785"
"2003","80237","Scotland","Glasgow City","A74","PU","264450","662400","A763","Fullarton Rd roundabout","0.7","0.43","9","36","8359","85","2003","472","106","86","26","37","65","792","11275"
"2003","80278","Scotland","Glasgow City","A8","PU","265000","665350","A80","B765 Stepps Road","2.8","1.73","41","38","7043","288","851","237","12","4","34","20","15","322","8542"
"2003","80279","Scotland","Glasgow City","A74","PU","261000","664000","B763 Dunn Street","A749","0.7","0.43","62","159","8853","317","948","253","26","25","17","30","72","423","10700"
"2003","80280","Scotland","Glasgow City","A763","PU","264750","662000","LA Boundary","M74","1.2","0.74","32","60","13202","88","2047","636","131","129","48","118","76","1138","16535"
"2003","80281","Scotland","Glasgow City","A77","PU","258450","663500","B763 Nithsdale Drive","A8","1.7","1.05","415","173","16879","1146","2590","215","14","13","15","20","24","301","21089"
"2003","80282","Scotland","Glasgow City","A77","PU","257180","662000","LA Boundary","B768 Langside Avenue","2.2","1.36","89","337","14122","343","2502","594","114","8","52","47","95","910","18214"
"2003","80283","Scotland","Glasgow City","A728","PU","259115","661000","B762/B766","B768 Prospecthill Road","0.9","0.55","34","65","13763","525","1491","317","41","52","39","37","53","539","16383"
"2003","80368","Scotland","Glasgow City","A814","PU","252000","668140","A741","Kingsway","1.1","0.68","70","54","16460","730","2559","574","74","47","40","92","73","900","20703"
"2003","80504","Scotland","Glasgow City","M80","TM","263000","667500","1","2","3","1.86","0","216","41650","1010","4308","1307","177","362","221","416","265","2748","49932"
"2003","80505","Scotland","Glasgow City","M80","TM","264300","668810","2","LA Boundary","1.2","0.74","0","86","35433","664","4170","1350","212","146","259","715","733","3415","43768"
"2003","80585","Scotland","Glasgow City","M77","TM","256000","663540","1","M8","1.8","1.11","0","284","47955","852","6897","823","314","327","135","452","734","2785","58773"
"2003","80586","Scotland","Glasgow City","M74","TM","266000","662200","3","2","3","1.86","0","68","27606","188","5815","1773","253","400","306","606","486","3824","37501"
"2003","80587","Scotland","Glasgow City","M74","TM","264600","662300","2","1","0.99","0.61","0","84","18876","67","4570","465","299","183","193","215","489","1844","25441"
"2003","80596","Scotland","Glasgow City","M77","TM","254000","661850","2","1","2.8","1.73","0","255","51004","756","5345","1622","205","235","265","643","535","3505","60865"
"2004","1000","Scotland","Glasgow City","M8","TM","266200","666110","11","10","1.8","1.11","0","166","75791","1171","12241","3364","650","516","593","1725","1407","8255","97624"
"2004","1001","Scotland","Glasgow City","M8","TM","259700","666300","16","15","1.1","0.68","0","534","140415","463","18553","6043","905","764","838","2128","2079","12757","172722"
"2004","1009","Scotland","Glasgow City","A8","PU","258500","664500","A8 Paisley Rd","A77","0.7","0.43","33","56","8425","622","1507","568","66","38","25","37","102","836","11446"
"2004","1010","Scotland","Glasgow City","A8","PU","258500","664640","A8 Morrison St","A77","0.6","0.37","45","76","9177","633","2366","205","68","62","36","29","184","584","12836"
"2004","1011","Scotland","Glasgow City","A8","PU","259560","664750","A8 Bridgegate","A89/A749","0.3","0.18","93","76","12988","140","1849","137","46","21","12","11","20","247","15300"
"2004","1027","Scotland","Glasgow City","A77","PU","258640","664720","A8","A814","0.3","0.18","230","145","12646","837","2543","168","71","82","34","18","57","430","16601"
"2004","1029","Scotland","Glasgow City","A80","PU","262900","666000","A8","M8","1.6","0.99","19","41","8407","405","1210","103","37","12","7","4","10","173","10236"
"2004","1033","Scotland","Glasgow City","A82","PU","258100","666500","A804","A804","0.3","0.18","124","175","16442","703","1952","185","35","21","38","34","100","413","19685"
"2004","1038","Scotland","Glasgow City","A89","PU","260500","664770","A8","B763 Millerston Street","1.8","1.11","55","22","10092","745","1711","104","42","12","11","5","15","189","12759"
"2004","1090","Scotland","Glasgow City","A730","PU","259000","664200","A728","A8","0.8","0.49","95","86","10368","1120","1454","70","65","25","12","5","1","178","13206"
"2004","1091","Scotland","Glasgow City","A736","PU","251900","661200","A726","B762 Barrhead Road","0.6","0.37","49","82","13577","103","2385","186","56","55","29","29","101","456","16603"
"2004","1094","Scotland","Glasgow City","A739","PU","254600","668000","A814","A82","2.3","1.42","73","164","35828","498","4498","404","143","129","36","52","98","862","41850"
"2004","1097","Scotland","Glasgow City","A749","PU","261220","663320","LA Boundary","A74","1.7","1.05","46","109","12052","484","2872","369","93","75","14","16","45","612","16129"
"2004","1106","Scotland","Glasgow City","A804","PU","258040","666270","A814","A82","1.3","0.8","95","124","9625","137","1383","94","33","7","3","3","4","144","11413"
"2004","1112","Scotland","Glasgow City","A814","PU","258400","665100","M8/A804","A814 Bromielaw","0.7","0.43","68","65","9814","330","1619","274","44","18","14","5","13","368","12196"
"2004","1143","Scotland","Glasgow City","A879","PU","259100","667800","M8","B808 Hayston Street","2.2","1.36","20","71","10948","555","2247","404","62","77","62","29","105","739","14560"
"2004","10813","Scotland","Glasgow City","M8","TM","263000","666600","13","12","1.1","0.68","0","386","109375","665","15636","4286","1291","1196","857","1402","2466","11498","137560"
"2004","10814","Scotland","Glasgow City","M8","TM","256000","664200","23","22","1","0.62","0","189","84889","850","14839","1126","1127","805","687","856","1687","6288","107055"
"2004","10819","Scotland","Glasgow City","A8","PU","252650","666000","A736","A739","2.3","1.42","38","35","9617","179","1119","384","84","84","60","145","194","951","11901"
"2004","10820","Scotland","Glasgow City","A8","PU","259200","664600","A730","A814","0.4","0.24","80","82","10330","1101","1200","99","43","21","6","9","19","197","12910"
"2004","10821","Scotland","Glasgow City","A8","PU","260000","665330","A89","A803","1","0.62","38","64","7199","270","1086","202","25","4","5","5","2","243","8862"
"2004","10836","Scotland","Glasgow City","A74","PR","267500","662500","M74","B7058 Mount Vernon Avenue","1.6","0.99","28","71","7405","286","1137","338","167","206","25","38","154","928","9827"
"2004","10918","Scotland","Glasgow City","A804","PU","258800","666374","M8/A81","M8/A879","0.6","0.37","26","104","13691","93","3647","210","69","48","26","25","77","455","17990"
"2004","10923","Scotland","Glasgow City","A814","PU","254000","667100","Kingsway","A739","2.4","1.49","6","104","21315","415","2667","468","63","36","65","74","51","757","25258"
"2004","10924","Scotland","Glasgow City","A814","PU","258500","664930","A814 James Watt St","A77","0.3","0.18","14","50","3888","1","612","74","1","0","1","2","0","78","4629"
"2004","11020","Scotland","Glasgow City","A739","PU","253600","665000","M8","A8","0.3","0.18","0","118","32605","145","4578","219","202","127","34","46","96","724","38170"
"2004","20809","Scotland","Glasgow City","M8","TM","261000","665900","15","14","1.2","0.74","0","443","120446","705","18945","5440","937","1157","732","1853","2718","12837","153376"
"2004","20811","Scotland","Glasgow City","M8","TM","254000","664600","25","24","1.6","0.99","0","322","83061","426","10380","3218","915","710","508","1163","1322","7836","102025"
"2004","20815","Scotland","Glasgow City","A8","PU","255500","664550","B768","A761","0.7","0.43","47","62","7952","152","1144","277","54","10","15","18","15","389","9699"
"2004","20816","Scotland","Glasgow City","A8","PU","259400","664700","A814","A8 Saltmarket","0.3","0.18","43","87","14772","113","2348","286","24","11","18","9","19","367","17687"
"2004","20817","Scotland","Glasgow City","A8","PU","260200","665850","A803 Springburn Rd","A803 Castle St","0.3","0.18","121","59","13371","994","1711","412","41","13","47","39","30","582","16717"
"2004","20834","Scotland","Glasgow City","A74","PU","262500","663700","Fullarton Rd roundabout","B763 Dunn Street","3.2","1.98","58","56","14850","126","2720","911","147","184","91","113","166","1612","19364"
"2004","20842","Scotland","Glasgow City","A82","PU","252200","669990","A739","LA Boundary","4.1","2.54","22","90","21769","533","2270","581","70","27","38","83","75","874","25536"
